smiles	randomized_smiles
O=C(CCc1nc(-c2cccc(Cl)c2)no1)N[C@@H]1C[C@@H]2CC[C@H](C1)N2C(=O)[C@H]1C[C@]1(F)Cl	N(C(=O)CCc1nc(-c2cc(Cl)ccc2)no1)[C@H]1C[C@H]2CC[C@H](N2C(=O)[C@H]2C[C@@]2(Cl)F)C1
CC[C@@H](CNC(=O)C[C@H]1C=CCC1)Nc1nc(C2CCC2)ns1	CC[C@H](Nc1snc(C2CCC2)n1)CNC(C[C@@H]1CCC=C1)=O
Cc1cnn(CC(=O)N(C)C[C@H](C)NC(=O)CC(F)(F)F)c1	N(C(=O)Cn1cc(C)cn1)(C)C[C@H](C)NC(=O)CC(F)(F)F
Cc1cnc(C(=O)N2CCO[C@]3(COCCN(C(=O)Cc4cccc(C(F)(F)F)c4)C3)C2)s1	c1(C(N2CCO[C@]3(COCCN(C(Cc4cc(C(F)(F)F)ccc4)=O)C3)C2)=O)sc(C)cn1
COC(=O)[C@H]1CC=CC[C@H]1C(=O)N1[C@H]2CC[C@@H]1C[C@H](NC(=O)/C=C/c1ccc(OC)cc1F)C2	[C@@H]12N(C(=O)[C@@H]3CC=CC[C@@H]3C(OC)=O)[C@@H](C[C@H](NC(/C=C/c3ccc(OC)cc3F)=O)C1)CC2
CC[C@@H](C)c1nc([C@@H](C)NC(=O)c2ccc(C(C)=O)[nH]2)n[nH]1	CC[C@H](c1[nH]nc([C@@H](C)NC(c2[nH]c(C(=O)C)cc2)=O)n1)C
CC(C)(CCNC(=O)CCn1cnc2ccccc21)C(=O)O	CC(CCNC(=O)CCn1cnc2ccccc21)(C)C(=O)O
O=C([C@@H]1C[C@@H]1c1cccc([N+](=O)[O-])c1)N1CC[C@]2(CCOC2=O)C1	[O-][N+](c1cc([C@@H]2[C@H](C(N3CC[C@]4(CCOC4=O)C3)=O)C2)ccc1)=O
CCC(CC)C(=O)N[C@@H](C)[C@H]1CCN(C(=O)C2(CF)CC2)C1	O=C(N1C[C@@H]([C@@H](NC(=O)C(CC)CC)C)CC1)C1(CF)CC1
CC[C@@H](C)CCNCc1ccc(OCCOC)o1	C([C@H](C)CC)CNCc1ccc(OCCOC)o1
CN(CCNC(=O)C(=O)N1CCO[C@@H](c2ccc(OC(F)F)cc2)C1)c1ccccc1	C1N(C(C(=O)NCCN(C)c2ccccc2)=O)C[C@H](c2ccc(OC(F)F)cc2)OC1
C=CCN(CCC#N)Cc1occc1Br	C(CN(Cc1c(Br)cco1)CCC#N)=C
O=C(NCC1(N2CCOCC2)CCOCC1)[C@H]1CCCC[C@H]1C(=O)N1CCCC1	O1CCN(C2(CNC([C@@H]3[C@H](C(N4CCCC4)=O)CCCC3)=O)CCOCC2)CC1
O=C(NC[C@@]12CCCO[C@@H]1CCN(C(=O)c1cccc(=O)n1O)C2)c1ccn2nccc2c1	c1(C(NC[C@]23CN(C(=O)c4cccc(=O)n4O)CC[C@H]2OCCC3)=O)cc2n(ncc2)cc1
C[C@H](C(=O)N1CC[C@H]2OCCC[C@@]2(CNC(=O)c2ccc(OCC3CC3)cc2)C1)n1cccc1C=O	C1C[C@H]2OCCC[C@@]2(CNC(c2ccc(OCC3CC3)cc2)=O)CN1C(=O)[C@@H](C)n1cccc1C=O
Cc1cc(C)nc(C(=O)N2[C@H]3CC[C@@H]2C[C@H](NC(=O)[C@@H]2CN(C(=O)OC(C)(C)C)C[C@@H]2O)C3)c1	O=C([C@H]1[C@@H](O)CN(C(=O)OC(C)(C)C)C1)N[C@H]1C[C@H]2CC[C@@H](C1)N2C(=O)c1cc(C)cc(C)n1
CC(C)N(CCCNC(=O)N1C[C@H](C)NC[C@@H]1C)C(C)C	C1[C@H](C)NC[C@H](C)N1C(NCCCN(C(C)C)C(C)C)=O
Cc1nc(-c2cccc(NC(=O)C(=O)N[C@@H](CC(=O)O)c3cccs3)c2)n[nH]1	c1ccc([C@H](CC(O)=O)NC(C(Nc2cc(-c3nc(C)[nH]n3)ccc2)=O)=O)s1
Cc1ccoc1CNC(=O)c1cccnc1F	c1coc(CNC(=O)c2cccnc2F)c1C
CCS(=O)(=O)CC(=O)N(C)Cc1nccn1Cc1ccccc1	N(C(CS(=O)(=O)CC)=O)(C)Cc1n(Cc2ccccc2)ccn1
CC[C@H](C)[C@H](N)C(=O)N1[C@H]2CC[C@@H]1C[C@H](NC(=O)[C@@H](NC(C)=O)C(C)(C)C)C2	[C@H](N)([C@H](CC)C)C(N1[C@H]2CC[C@@H]1C[C@H](NC([C@@H](NC(C)=O)C(C)(C)C)=O)C2)=O
CC(C)(C)OC(=O)Nc1nccc(Cl)c1I	O(C(Nc1nccc(Cl)c1I)=O)C(C)(C)C
C[C@H](CNC(=O)NCc1cccc2c1OCCO2)c1ccccc1	c1ccccc1[C@H](C)CNC(=O)NCc1c2c(ccc1)OCCO2
N#CC1(Cn2cnc(Cl)c2Cl)CC1	C1C(C#N)(Cn2c(Cl)c(Cl)nc2)C1
Cc1c(F)cccc1-c1nc(-c2ccccc2N(C)C)no1	c1c(F)c(C)c(-c2onc(-c3c(N(C)C)cccc3)n2)cc1
C[C@@H]1C[C@@]1(C)C(=O)N1CCCC12CN(C(=O)[C@@H]1[C@@H]3CC[C@H]1CN(C(=O)OC(C)(C)C)C3)C2	C1N(C(=O)OC(C)(C)C)C[C@@H]2CC[C@H]1[C@H]2C(=O)N1CC2(N(C(=O)[C@@]3(C)[C@H](C)C3)CCC2)C1
COCCN1CCO[C@@H](CNC(=O)c2c(F)cccc2OC)C1	Fc1cccc(OC)c1C(NC[C@H]1CN(CCOC)CCO1)=O
CC1CC(CNC(=O)NCc2cc(-c3ccccc3)no2)C1	C(NC(=O)NCC1CC(C)C1)c1cc(-c2ccccc2)no1
CC(C)(CO)CCCNC(=O)C(=O)N1CCCC(F)(F)C1	C(CC(C)(CO)C)CNC(=O)C(=O)N1CC(F)(F)CCC1
O=C(Nc1cc([C@@H]2CCCCN2C(=O)[C@H]2C[C@@]2(F)Cl)[nH]n1)c1cccc2c1OCCO2	c1(C(=O)Nc2cc([C@H]3N(C(=O)[C@H]4C[C@]4(Cl)F)CCCC3)[nH]n2)cccc2c1OCCO2
C[C@@H]1[C@H](NCc2cnn(C)n2)CCN1C(=O)C1(F)CCCCC1	C1CCCC(C(=O)N2[C@H](C)[C@H](NCc3cnn(C)n3)CC2)(F)C1
C#CCOc1ccc(/C=c2\sc3n(c2=O)[C@@H](c2ccc(Cl)cc2)C(C(=O)OCC)=C(C(F)(F)F)N=3)cc1	s1c2n(c(=O)/c1=C/c1ccc(OCC#C)cc1)[C@@H](c1ccc(Cl)cc1)C(C(OCC)=O)=C(C(F)(F)F)N=2
COc1ccc(C(=O)N2CCCC[C@H]2C2CCN(C(=O)c3cccn4cncc34)CC2)c(O)c1	O(C)c1ccc(C(N2CCCC[C@H]2C2CCN(C(=O)c3c4cncn4ccc3)CC2)=O)c(O)c1
CCNC(=O)N[C@@H](C)C(=O)N1CCC([C@@H]2CCCCN2C(=O)C2(c3ccccc3)CCCC2)CC1	C1C(c2ccccc2)(C(N2[C@H](C3CCN(C([C@@H](NC(=O)NCC)C)=O)CC3)CCCC2)=O)CCC1
Cc1ccccc1-c1nnc(N2CCC(c3nccs3)CC2)n1CCNS(C)(=O)=O	c1cnc(C2CCN(c3nnc(-c4ccccc4C)n3CCNS(=O)(C)=O)CC2)s1
Cn1nccc1CCSc1nnnn1C(C)(C)C	Cn1nccc1CCSc1nnnn1C(C)(C)C
CC[C@@H](F)CN1CCC2(CC1)C[C@@H]2NC(=O)C1CC1	C1CC2(C[C@@H]2NC(=O)C2CC2)CCN1C[C@H](F)CC
COCCOC1CCN(C(=O)[C@H]2CCCCO2)CC1	C1N(C(=O)[C@H]2CCCCO2)CCC(OCCOC)C1
C1=C(CNCCCCOCCc2ccccc2)COc2ccccc21	c1cc(CCOCCCCNCC2=Cc3ccccc3OC2)ccc1
CCOC1CC(Sc2cccnc2C#N)C1	c1ccc(SC2CC(OCC)C2)c(C#N)n1
Cc1cc(CN[C@@H]2CCCOCC2)ncc1Br	c1(CN[C@@H]2CCCOCC2)ncc(Br)c(C)c1
O=C(NC[C@@H]1CCN(C(=O)CCc2cn[nH]c2)[C@H]1c1cccnc1)c1ccnnc1O	c1n[nH]cc1CCC(=O)N1[C@@H](c2cccnc2)[C@H](CNC(=O)c2ccnnc2O)CC1
O=C1NC[C@H](C(=O)N2CCC[C@H]3[C@@H]2CCN3C(=O)c2ccoc2)N1	c1(C(N2CC[C@@H]3N(C([C@H]4CNC(=O)N4)=O)CCC[C@@H]32)=O)ccoc1
O=C(C[C@H]1S/C(=N/N=C2\CSC(=O)N2)NC1=O)Nc1ccc(F)cc1	N1/C(=N\N=C2\NC(=O)SC2)S[C@H](CC(Nc2ccc(F)cc2)=O)C1=O
O=C(N[C@@H]1[C@H]2COC[C@@H]1CN(C(=O)c1nc3cc([N+](=O)[O-])ccc3[nH]1)C2)c1nnsc1C1CC1	[O-][N+](c1cc2c(cc1)[nH]c(C(=O)N1C[C@@H]3[C@H](NC(c4c(C5CC5)snn4)=O)[C@H](C1)COC3)n2)=O
COCCN[C@H](COC)C(C)C	C(N[C@@H](C(C)C)COC)COC
C=CCCNC(=O)NC[C@H](C)OC	C(CCNC(=O)NC[C@@H](OC)C)=C
CN(C)Cc1cccc(C(=O)Nc2ccc(N3CCCC3)cn2)c1	c1(N2CCCC2)cnc(NC(c2cccc(CN(C)C)c2)=O)cc1
CCCc1nc(C)c(C(=O)OCCN2CCC2)o1	n1c(CCC)oc(C(=O)OCCN2CCC2)c1C
CC(C)(C)OCCCNC(=O)COc1ccccc1Br	C(NC(=O)COc1c(Br)cccc1)CCOC(C)(C)C
CC[C@H](C)NS(=O)(=O)Cc1cccc(NC(=O)N[C@@H]2CCCC[C@H]2C(N)=O)c1	C(N[C@@H]1CCCC[C@H]1C(=O)N)(Nc1cc(CS(=O)(=O)N[C@@H](C)CC)ccc1)=O
C[C@H]1CCC[C@@H](NC(=O)C(=O)N2CCN(S(=O)(=O)c3cccc([N+](=O)[O-])c3)CC2)C1	C1N(C(C(N[C@@H]2CCC[C@H](C)C2)=O)=O)CCN(S(=O)(c2cccc([N+]([O-])=O)c2)=O)C1
Cc1nnc(SC[C@H](O)COc2ccc(-c3nn[nH]n3)cc2)s1	C(Sc1nnc(C)s1)[C@H](O)COc1ccc(-c2n[nH]nn2)cc1
NOCC(=O)NCCNC(=O)c1cccnc1	O=C(NCCNC(=O)CON)c1cnccc1
CC[C@@H]1C[C@H]1C(=O)N[C@H]1C[C@H]2CC[C@@H]1N2C(=O)C1(c2cccnc2)CCCC1	n1cc(C2(C(=O)N3[C@@H]4CC[C@H]3[C@@H](NC([C@H]3[C@H](CC)C3)=O)C4)CCCC2)ccc1
COCC(=O)COc1ccc(C)nc1I	C(C(COC)=O)Oc1c(I)nc(C)cc1
CN(CCC#N)C(=S)NC(C)(C)C	CN(C(=S)NC(C)(C)C)CCC#N
CC(=O)c1cccc(S(=O)(=O)NCC(=O)N2CCC[C@H](CC(=O)OC(C)C)C2)c1	c1c(C(=O)C)cccc1S(NCC(N1CCC[C@H](CC(OC(C)C)=O)C1)=O)(=O)=O
Cc1cc(C(=O)N2CC[C@@H](CNC(=O)[C@@H]3[C@@H](O)CCN3Cc3ccccc3)[C@@H]2c2cccnc2)n[nH]1	[C@@H]1(CNC(=O)[C@@H]2[C@@H](O)CCN2Cc2ccccc2)CCN(C(=O)c2n[nH]c(C)c2)[C@H]1c1cnccc1
O=C(NCCCN1C(=O)NC2(CCCC2)C1=O)c1nnn(-c2cccc(C(F)(F)F)c2)c1C1CC1	C1(=O)N(CCCNC(=O)c2nnn(-c3cc(C(F)(F)F)ccc3)c2C2CC2)C(=O)C2(N1)CCCC2
CC[C@H](C)[C@H](C(=O)NC[C@H]1CCN(C(=O)c2ccc(C)c(OC)c2)[C@@H]1c1cccnc1)c1ccccc1	Cc1c(OC)cc(C(N2CC[C@H](CNC(=O)[C@@H]([C@@H](C)CC)c3ccccc3)[C@H]2c2cnccc2)=O)cc1
CC(C)N1CCN(C(=O)c2ccnc(Cl)c2)CC1	c1nc(Cl)cc(C(=O)N2CCN(C(C)C)CC2)c1
CC(=O)N1CCN(C(=O)CCNc2nccnc2OC2CCC2)CC1	C1CCC1Oc1nccnc1NCCC(N1CCN(C(C)=O)CC1)=O
Cc1cc(C(=O)N[C@H]2CCN(C(=O)[C@H]3CCCNC3=O)C2)co1	[C@@H]1(C(N2C[C@@H](NC(=O)c3coc(C)c3)CC2)=O)C(=O)NCCC1
O=C(COc1ccc(O)cc1)NC1CCN([C@@H]2CC(=O)N(Cc3ccccc3)C2=O)CC1	C(c1ccccc1)N1C(=O)[C@H](N2CCC(NC(=O)COc3ccc(O)cc3)CC2)CC1=O
COc1cc(C(=O)N2C[C@@H]3COC[C@H](C2)[C@@H]3NC(=O)[C@@H](C)Nc2ccccc2)cc(Cl)n1	n1c(Cl)cc(C(=O)N2C[C@@H]3[C@H](NC([C@H](Nc4ccccc4)C)=O)[C@@H](COC3)C2)cc1OC
CCN(CCNC(=O)CCC1CC1)Cc1cncn1C	C1CC1CCC(=O)NCCN(CC)Cc1cncn1C
COCC[C@H]1COCCN1C(=O)c1cc2cc(F)ccc2o1	c1(F)ccc2oc(C(=O)N3CCOC[C@@H]3CCOC)cc2c1
C[C@]1(C(=O)N2CCC(O)(CNC(=O)CC(N)=O)CC2)CCOC1	C1COC[C@]1(C(=O)N1CCC(CNC(=O)CC(=O)N)(O)CC1)C
CC(C)(C)OC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCCC12CN(C(=O)Cc1cncnc1)C2	c1cc(O)ccc1C[C@H](NC(=O)OC(C)(C)C)C(=O)N1CCCC12CN(C(=O)Cc1cncnc1)C2
CCN1CCC(C(=O)N2C[C@@H]3COC[C@H](C2)[C@@H]3NC(=O)[C@H]2COc3ccccc3O2)CC1	N1(CC)CCC(C(N2C[C@H]3[C@@H](NC(=O)[C@H]4COc5ccccc5O4)[C@H](COC3)C2)=O)CC1
C#CC[C@H](NC(=O)OC(C)(C)C)C(=O)Nc1cc([C@@H]2CCCCN2C(=O)c2oc(C)nc2C)[nH]n1	C1N(C(=O)c2oc(C)nc2C)[C@H](c2cc(NC([C@@H](NC(OC(C)(C)C)=O)CC#C)=O)n[nH]2)CCC1
CC(C)(C)C(=O)NC[C@@H]1CCN(C(=O)Cc2ccc3c(c2)CCC3)[C@H]1c1cccnc1	c1ccc([C@@H]2N(C(Cc3cc4c(cc3)CCC4)=O)CC[C@H]2CNC(=O)C(C)(C)C)cn1
C#Cc1cccc(NC(=O)[C@H](CCC)CCCS(C)(=O)=O)c1	C([C@H](CCCS(=O)(=O)C)C(=O)Nc1cc(C#C)ccc1)CC
Cn1c(SCCO)nnc1-c1ccco1	c1coc(-c2nnc(SCCO)n2C)c1
CC(C)n1nc(C(=O)N2CC[C@@H](CNC(=O)c3cnccc3Cl)[C@H]2c2cccnc2)cc1C(=O)O	O=C(O)c1n(C(C)C)nc(C(=O)N2[C@H](c3cnccc3)[C@H](CNC(=O)c3cnccc3Cl)CC2)c1
Cc1ccc(NC(=O)N2CCN(C(=O)CCCSC(C)(C)C)CC2)cc1	c1(C)ccc(NC(N2CCN(C(CCCSC(C)(C)C)=O)CC2)=O)cc1
O=C(NC[C@@H]1CCN(C(=O)c2cn3c(C(F)(F)F)cccc3n2)[C@@H]1c1cccnc1)[C@H]1C[C@H]1C1CC1	[C@@H]1(C2CC2)C[C@@H]1C(=O)NC[C@@H]1CCN(C(=O)c2nc3cccc(C(F)(F)F)n3c2)[C@@H]1c1cnccc1
CCCCN1CCc2ccc(NCc3cnn(CCOC)c3)cc21	c1c2c(ccc1NCc1cn(CCOC)nc1)CCN2CCCC
CC1(C)C[C@@H]1C(=O)N1CCC[C@H]2CN(C(=O)[C@@H]3CCOC3)C[C@H]21	N1(C([C@H]2COCC2)=O)C[C@@H]2CCCN(C(=O)[C@@H]3C(C)(C)C3)[C@@H]2C1
Cc1cc(F)c(C(=O)NC[C@@H]2CCN(C(=O)c3ccc4nn[nH]c4c3)[C@@H]2c2cccnc2)cc1F	c1(C(N2[C@H](c3cnccc3)[C@H](CNC(=O)c3c(F)cc(C)c(F)c3)CC2)=O)ccc2c(c1)[nH]nn2
C[C@H](Cn1c(C2CC2)nnc1N1CCC[C@@H]([C@@H](C)NC(=O)OC(C)(C)C)C1)Oc1ccccc1F	c1(N2CCC[C@@H]([C@H](NC(OC(C)(C)C)=O)C)C2)n(C[C@@H](C)Oc2c(F)cccc2)c(C2CC2)nn1
Clc1c(Br)cccc1OC[C@H]1COCO1	O1COC[C@@H]1COc1c(Cl)c(Br)ccc1
C[C@@H]1C[C@]1(C)C(=O)N1[C@H]2CC[C@@H]1C[C@H](NC(=O)c1cc(F)cc([N+](=O)[O-])c1)C2	c1c(F)cc(C(=O)N[C@@H]2C[C@H]3N(C([C@@]4(C)C[C@H]4C)=O)[C@H](CC3)C2)cc1[N+]([O-])=O
CSc1ccc(CCNCc2cc(Br)nn2C)cc1	C(CNCc1n(C)nc(Br)c1)c1ccc(SC)cc1
C=CC(=O)N[C@H](C)C(=O)N1CC[C@H](CNC(=O)c2cc(=O)n3[nH]nnc3n2)[C@@H]1c1cccnc1	c1ccc([C@H]2[C@@H](CNC(c3nc4n(c(=O)c3)[nH]nn4)=O)CCN2C(=O)[C@H](NC(=O)C=C)C)cn1
CCn1cc([C@H](C)NC(=O)Nc2ccc3c4c(cccc24)CC3)cn1	C[C@H](NC(=O)Nc1ccc2c3c(cccc31)CC2)c1cnn(CC)c1
CC(=O)N(C)[C@H](C)C(=O)N[C@@H]1C[C@@H]2CC[C@H](C1)N2C(=O)[C@@H](O)c1cccc(Br)c1	N(C([C@H](N(C(=O)C)C)C)=O)[C@@H]1C[C@H]2N(C([C@H](c3cc(Br)ccc3)O)=O)[C@H](CC2)C1
N#CCCCN1C(=O)CCc2cc(NC(=O)CN3C(=O)[C@@H]4[C@H]5C=C[C@@H](C5)[C@H]4C3=O)ccc21	O=C1[C@@H]2[C@H]3C=C[C@H]([C@H]2C(=O)N1CC(Nc1cc2c(cc1)N(CCCC#N)C(=O)CC2)=O)C3
C[C@@H](CS(C)(=O)=O)C(=O)Nc1cc([C@@H]2CCCCN2C(=O)c2cnc(C(C)(C)C)cn2)[nH]n1	C1CCCN(C(=O)c2cnc(C(C)(C)C)cn2)[C@@H]1c1[nH]nc(NC([C@H](CS(C)(=O)=O)C)=O)c1
Cc1[nH]ncc1CCCNc1cnn(C)c(=O)c1Cl	N(c1cnn(C)c(=O)c1Cl)CCCc1cn[nH]c1C
Cc1cc(C(=O)N2C[C@@H]3COC[C@H](C2)[C@@H]3NC(=O)c2cnn(Cc3ccccc3)c2)ncc1[N+](=O)[O-]	O1C[C@@H]2[C@@H](NC(=O)c3cn(Cc4ccccc4)nc3)[C@@H](CN(C(=O)c3cc(C)c([N+](=O)[O-])cn3)C2)C1
CCc1ccc(N2C(=O)NC(=O)/C(=C/c3cccc(OCc4ccc(Cl)cc4Cl)c3)C2=O)cc1	Clc1c(COc2cccc(/C=C3\C(=O)N(c4ccc(CC)cc4)C(=O)NC3=O)c2)ccc(Cl)c1
O=C(N[C@@H]1C[C@@H]2CC[C@H](C1)N2C(=O)c1ccc([N+](=O)[O-])cc1F)c1cccn2cncc12	c1c2n(cccc2C(=O)N[C@@H]2C[C@H]3N(C(=O)c4ccc([N+]([O-])=O)cc4F)[C@H](CC3)C2)cn1
C=C/C(C)=C/CC(=O)N1CCO[C@H](CNC(=O)[C@H]2CCCOC2)C1	C(NC(=O)[C@H]1CCCOC1)[C@@H]1CN(C(=O)C/C=C(\C)C=C)CCO1
C[C@@H](NC=O)C(=O)N1CCOC[C@@]2(C1)CN(C(=O)[C@H]1C[C@H](NC(=O)OC(C)(C)C)C1)CCO2	C1N(C([C@@H](C)NC=O)=O)CCOC[C@@]12OCCN(C([C@H]1C[C@H](NC(OC(C)(C)C)=O)C1)=O)C2
CC1(CNC(=O)/C=C/c2cncs2)OCCO1	C(/C=C/c1scnc1)(=O)NCC1(C)OCCO1
CC(C)(C)OC(=O)N[C@@H](c1ccccc1)c1noc([C@@H]2C[C@H]2c2cccc(C#N)c2)n1	C(N[C@@H](c1ccccc1)c1nc([C@H]2[C@H](c3cccc(C#N)c3)C2)on1)(OC(C)(C)C)=O
C[C@@H]1CCN(C(=O)c2cc3ncccc3o2)[C@H](CNC(=O)c2ccc[nH]2)C1	N1(C(c2cc3c(cccn3)o2)=O)[C@H](CNC(c2[nH]ccc2)=O)C[C@H](C)CC1
C[C@@H](CNC(=O)OC(C)(C)C)CNC(=O)c1ccc(Cn2ccc(C(F)(F)F)n2)cc1	n1(Cc2ccc(C(NC[C@@H](C)CNC(=O)OC(C)(C)C)=O)cc2)nc(C(F)(F)F)cc1
CCC(=O)N[C@H](C)C(=O)N1CCCC[C@@H]1c1cc(NC(=O)Cc2cc(C)cc(F)c2)n[nH]1	[C@H]1(c2[nH]nc(NC(Cc3cc(F)cc(C)c3)=O)c2)CCCCN1C([C@H](NC(CC)=O)C)=O
COc1ccnc(C(=O)N2CCC[C@H]3CN(C(=O)C4CCC4)C[C@H]32)c1	c1c(OC)ccnc1C(N1CCC[C@@H]2[C@H]1CN(C(C1CCC1)=O)C2)=O
Cc1cccc(NCC(=O)Nc2ccccc2C)c1	N(CC(Nc1c(C)cccc1)=O)c1cc(C)ccc1
CC(=O)Nc1ccc(Cl)c(C(=O)NCC[C@@H]2C[C@H]3CC[C@@H]2C3)c1	N(CC[C@H]1[C@H]2C[C@@H](C1)CC2)C(=O)c1cc(NC(=O)C)ccc1Cl
CC[C@H]1[C@@H](C)CCN1C(=O)NC1CCN(C(=O)c2ccccc2C(F)(F)F)CC1	N1(C(=O)c2ccccc2C(F)(F)F)CCC(NC(=O)N2[C@@H](CC)[C@@H](C)CC2)CC1
CCN(CCC1CC1)c1nnc(C)n1C[C@@](C)(O)C(C)C	Cc1nnc(N(CCC2CC2)CC)n1C[C@@](O)(C(C)C)C
CC(C)(C)OC(=O)N1CC[C@@H]2[C@@H](CO[C@@H]2CC(=O)N2[C@H]3CC[C@@H]2C[C@H](NC(=O)C(F)F)C3)C1	C(=O)(OC(C)(C)C)N1C[C@@H]2CO[C@H](CC(N3[C@H]4C[C@H](NC(=O)C(F)F)C[C@@H]3CC4)=O)[C@@H]2CC1
CCOc1nc(C)ccc1C(=O)NC[C@@H]1CCN1Cc1nccn1C	c1cnc(CN2CC[C@H]2CNC(=O)c2c(OCC)nc(C)cc2)n1C
Cc1cc(C)n([C@@H](C)CC(=O)N2Cc3cccnc3N3CCC[C@H]3C2)n1	n1([C@H](CC(=O)N2Cc3cccnc3N3CCC[C@H]3C2)C)nc(C)cc1C
Cc1cc(CN(C[C@H](O)COc2ccc(CC(N)=O)cc2)C(C)C)cnc1Cl	CC(C)N(Cc1cc(C)c(Cl)nc1)C[C@H](O)COc1ccc(CC(N)=O)cc1
CN(Cc1nnc2n1CCCCC2)[C@@H]1CCOC1	n1nc2n(c1CN([C@@H]1CCOC1)C)CCCCC2
Cc1cccc(-c2nc(C)c(C(=O)N(C)C[C@@H](O)Cc3ccccc3)[nH]2)c1	CN(C(=O)c1[nH]c(-c2cc(C)ccc2)nc1C)C[C@H](Cc1ccccc1)O
CC[C@@H](C)[C@@H](NC(=O)c1cc(S(=O)(=O)N(C)C)ccc1Cl)C(=O)Nc1cc(C)cc(C)c1	C(c1c(Cl)ccc(S(N(C)C)(=O)=O)c1)(N[C@@H](C(Nc1cc(C)cc(C)c1)=O)[C@@H](CC)C)=O
Cc1cc(Cn2cccn2)ccc1C#N	c1cnn(Cc2cc(C)c(C#N)cc2)c1
COc1ccc(CC(=O)N2CCOC[C@]3(C2)CN(C(=O)[C@H]2CCC=CO2)CCO3)c(Cl)c1	C1OCCN(C(Cc2ccc(OC)cc2Cl)=O)C[C@@]12OCCN(C([C@H]1CCC=CO1)=O)C2
CN(Cc1cccc(O)c1)C(=O)c1ccc(Oc2ccccc2)cn1	c1cccc(Oc2ccc(C(N(Cc3cc(O)ccc3)C)=O)nc2)c1
C[C@H]1C[C@@]1(C)C(=O)N1CC[C@H]2CO[C@@H](CNC(=O)c3cc(F)c(N(C)C)c(F)c3)[C@H]2C1	c1c(F)c(N(C)C)c(F)cc1C(=O)NC[C@@H]1OC[C@@H]2CCN(C([C@@]3(C)[C@@H](C)C3)=O)C[C@H]12
CCN(CC)S(=O)(=O)c1ccc(C)c(C(=O)N2CCC3(CCO3)CC2)c1	O=S(N(CC)CC)(c1ccc(C)c(C(=O)N2CCC3(CCO3)CC2)c1)=O
CC(C)(C)OC(=O)N1CCC[C@](O)(CC(=O)N2CCC[C@H]2C2CCC2)C1	C([C@@]1(O)CCCN(C(OC(C)(C)C)=O)C1)C(=O)N1[C@H](C2CCC2)CCC1
COC(=O)CCSc1cccc(NC(=O)[C@H](C)NS(=O)(=O)c2cnn(C)c2)c1	[C@H](C)(C(Nc1cc(SCCC(=O)OC)ccc1)=O)NS(c1cnn(C)c1)(=O)=O
CSc1cncc(-c2cc(C)cc(Cl)c2)n1	c1(-c2cc(C)cc(Cl)c2)cncc(SC)n1
C[C@@H](NC(=O)OC(C)(C)C)C(=O)NC[C@@H]1CCN(C(=O)c2cc[nH]c3nccc2-3)[C@@H]1c1cccnc1	C(NC(=O)[C@H](NC(=O)OC(C)(C)C)C)[C@H]1[C@@H](c2cnccc2)N(C(c2cc[nH]c3nccc2-3)=O)CC1
C[C@@H]1C[C@@]1(C)C(=O)Nc1nc2c(s1)C[C@H](NC(=O)c1ccc(OCC3CC3)cc1)CC2	C1(COc2ccc(C(N[C@@H]3CCc4nc(NC(=O)[C@@]5(C)[C@H](C)C5)sc4C3)=O)cc2)CC1
COc1cc(OC)cc(C2(F)CCN(C(=O)[C@@H](C)N3C(=O)CCC3=O)CC2)c1	O(C)c1cc(OC)cc(C2(F)CCN(C(=O)[C@@H](C)N3C(=O)CCC3=O)CC2)c1
CCN(CCn1c(-c2ccccc2OC)nnc1N1CCC[C@H](CC(N)=O)C1)C(=O)OC(C)(C)C	CC(C)(C)OC(N(CC)CCn1c(-c2c(OC)cccc2)nnc1N1C[C@@H](CC(N)=O)CCC1)=O
CO[C@H](C(=O)N1CCC2(CC1)CCN(C(=O)[C@@H]1C[C@H]1C1CC1)C2)C(C)C	CC([C@@H](C(N1CCC2(CCN(C(=O)[C@@H]3C[C@H]3C3CC3)C2)CC1)=O)OC)C
C[C@H](C(=O)N[C@@H]1C[C@@H]2CC[C@H](C1)N2C(=O)c1ccc(Cl)cc1)[S@@](=O)c1ccccc1	c1c(Cl)ccc(C(=O)N2[C@@H]3C[C@@H](NC([C@H]([S@](c4ccccc4)=O)C)=O)C[C@H]2CC3)c1
Cc1ccccc1CN1C[C@H]2[C@@H](C1)OCCN2C(=O)C1CC2(CC2)C1	C1C2(CC1C(N1[C@H]3CN(Cc4ccccc4C)C[C@H]3OCC1)=O)CC2
CCc1nnc(NCc2cccc(Br)c2)s1	Brc1cc(CNc2sc(CC)nn2)ccc1
COCCC(=O)NCC1(O)CN(C(=O)Cc2ccc(Cl)cc2)C1	COCCC(=O)NCC1(O)CN(C(=O)Cc2ccc(Cl)cc2)C1
CC(C)c1ccc(C(=O)N2CCCC[C@H]2[C@@H](C)NCCc2cnn[nH]2)nc1	N(CCc1[nH]nnc1)[C@H](C)[C@@H]1CCCCN1C(=O)c1ncc(C(C)C)cc1
